figure,references,text_len,ocr_items,avg_conf,ink_ratio,blue_red_ratio,class,ocr_preview
src11_p018.jpg,11_assignments_08.tex:694,0,0,0.0,0.00086,0.0,diagram_heavy_redraw_or_crop,
src12_p001.jpg,12_assignments_09.tex:46,146,14,0.7292,0.0102,0.0,mixed_text_and_diagram,六、练习题 （哈尔滨下州大学 2009) A.2Fpa*/EI B.Fpa²/EI C. 5Fpa/(4FI) D. —5Fp/(4EI) 4-2图4-44所示悬臂梁，B点的竖向位移为 [Fe 2EI 图 4- 43 4-3图4-45所示桁架，C点的水平位移（）。（西南交 A.向左 B.向右
src12_p002.jpg,12_assignments_09.tex:142,465,38,0.7666,0.04257,0.0,text_heavy_convert_to_latex,C.等于零 4-4图4-46所示刚架 ：两点距离 （河北L业大学2010） 图4－47所示架，1 4-5 （大津大学 2010) FAI Fp EA2 图4- 45 图4-46 图4-47 4-6求图4-48所示结构A、B两点的相对水平位移，FI=常数。（中南大学2012) 4-7画出图449所示结构的弯矩图，并求C点的水平位移。设各杆EI相同，且忽 略其轴向变形。（湖南大学2012） 4-8试求图4-50所示结构中截面B左右两侧的相对
src12_p003.jpg,12_assignments_09.tex:268,442,57,0.7023,0.02748,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构 4-12图4-54所示 庆大学2012) 4-13图4-55所示多 位移=0.001rad， 图中[=10m，则铰B两侧崔 009) 4m 2m 2m 图 4 - 54 图4-55 4-14计算图4-56所示结构由于支座移动产生的铰C的角位移。（湖南大学2008） 4 - 15  5求图4-57所示结构A点竖向位移△vA：EI=常数。（西南交通大学2007) K-ELP 0.01m 4m 2m 图 4- 56
src12_p004.jpg,12_assignments_09.tex:312,138,18,0.7073,0.00949,0.0,mixed_text_and_diagram,"特点判断)。 Finco""qu Fx--2qa 1.5qqm 1.5qd M图 图4-58 图4-59 4 - 12 0. 005rad (() 4-13 0. 003rad ()。 4 - 14 Pc=0. 003 3rad ()。 3gl! 4 - 15 ""(+) 8E1"
src13_p001.jpg,13_assignments_10.tex:102,570,41,0.7939,0.04322,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 八、练习题 1.基本概念 5－1判断题。力法方程，实际上是力的平衡方程。（）（福州大学2012） 5-2判断题。图5-125（a）所示桁架结构可选用图5-125（b）所示的体系作为力 法基本体系。（ ）（西南交通大学2008） 5-3 图5－126（b）所示结构可作为图5-126（a）所示结构的基本体系。（ （烟台大学2013） (a) (b) (0) (b) 图5 - 125 图5-126 5－4对比图5
src13_p002.jpg,13_assignments_10.tex:206,544,43,0.7903,0.03838,0.0,text_heavy_convert_to_latex,(a) (b) 图5-129 图5·130 B. MA>Mp A. M=MH C. MA<Mr D.不确定 5-9结构上没有荷载就没有内力，这个结论在什么情况下适用？在什么情况下不适 用？（四川大学2009） 5-10判断题。图5-132所示两铰拱，已知支座B处下沉了△=0.01f，此时的水平 反力为零，EI常数。（ ）（天津大学2011) 5 - 11 图5133所示结构，为了减小基础所受弯矩，可（ （西南交通大学 2012) B.增
src13_p003.jpg,13_assignments_10.tex:304,317,38,0.7203,0.0307,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 3kN EA 1. 0/4  6m 图5-134 图 5 -135 图 5 - 136 Mo Fp 13 10kN/m 3m 3m (a) (9) 图5-137 图5-138 图5-139 3.对称性的利用 5-18 图5~140所示结构中各杆EI=常数，在给定荷载作用下，H VA- （浙江大学2009） 图5-141所示桁架中杆轴力FN:= 4FN2= 5 - 19  （西南交通大学 2010) 5-20
src13_p004.jpg,13_assignments_10.tex:406,526,42,0.7616,0.04214,0.0,text_heavy_convert_to_latex,"5-21判断题。图5-143 M=0,Fα≠0,F=0,FNA3=( 5-22用力法求图5-144 矩图。设受弯 各杆EI=常数，而CD杆的EA 5-23用力法计算图5-145所示结构，并绘出M图。已知EA=EI/16，EI=常数。 （合肥工业大学2008） 2q q 16kN/m EA EI EA 2m 2m 2m 图5-143 图 5-144 图5-145 5 - 24  图5-146所示结构，EI=常数，用力法作其M图（利用对称性"
src13_p005.jpg,13_assignments_10.tex:472,42,6,0.7471,0.00668,0.0,diagram_heavy_redraw_or_crop,研究生入学考试辅导丛书结构大 EA 20kN 6m 图 5 - 149 图5-150
src13_p006.jpg,13_assignments_10.tex:486,0,0,0.0,0.0042,0.0,diagram_heavy_redraw_or_crop,
src13_p007.jpg,13_assignments_10.tex:500,4,1,0.5461,0.00896,0.0,diagram_heavy_redraw_or_crop,tyu:
src13_p008.jpg,13_assignments_10.tex:514,0,0,0.0,0.00499,0.00017,diagram_heavy_redraw_or_crop,
src13_p009.jpg,13_assignments_10.tex:532,33,2,0.5998,0.01034,0.00277,diagram_heavy_redraw_or_crop,241y 16+ 2x3x 23+ 1u25t b6457 3.V
src13_p010.jpg,13_assignments_10.tex:542,5,2,0.5829,0.00472,0.0,diagram_heavy_redraw_or_crop,M. 12
src13_p011.jpg,13_assignments_10.tex:562,10,1,0.5676,0.00798,0.00042,diagram_heavy_redraw_or_crop,81.= D.854
src13_p012.jpg,13_assignments_10.tex:572,0,0,0.0,0.00408,0.0,diagram_heavy_redraw_or_crop,
src13_p013.jpg,13_assignments_10.tex:592,6,2,0.5213,0.00869,0.0,diagram_heavy_redraw_or_crop,1.1 h.
src13_p014.jpg,13_assignments_10.tex:598,0,0,0.0,0.00582,0.0,diagram_heavy_redraw_or_crop,
src13_p015.jpg,13_assignments_10.tex:610,3,1,0.5519,0.01035,0.0,diagram_heavy_redraw_or_crop,212
src13_p016.jpg,13_assignments_10.tex:620,9,2,0.5088,0.00897,0.0,diagram_heavy_redraw_or_crop,Mp. U+ s?
src13_p017.jpg,13_assignments_10.tex:642,22,5,0.5913,0.0134,0.00075,diagram_heavy_redraw_or_crop,4p-xxtX429 2. 36 18 18
src13_p018.jpg,13_assignments_10.tex:658,0,0,0.0,0.00673,0.0,diagram_heavy_redraw_or_crop,
src13_p019.jpg,13_assignments_10.tex:670,19,2,0.644,0.01169,0.00558,diagram_heavy_redraw_or_crop,Snxit 60p=0 m图(w-m)
src13_p020.jpg,13_assignments_10.tex:678,0,0,0.0,0.00821,0.0009,diagram_heavy_redraw_or_crop,
src13_p021.jpg,13_assignments_10.tex:684,0,0,0.0,0.00226,0.00108,diagram_heavy_redraw_or_crop,
src14_p001.jpg,14_assignments_11.tex:188,321,22,0.7961,0.02937,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 4.弹性支承超静定结构的计算 5-31图5－153（a）所示结构，取图5-153（b）为力法基本体系，其力法典型方程 为（ ）。k为弹簧刚度。（中南大学2012) 20kN EA=00 3m (a) (b) 图5-151 图5-152 图 5 - 153 5-32求图5-154所示结构在给定基本体系下的力法方程及方程中的所有系数。（青 岛理工大学2008) 5~33试计算图5-155所示具有弹性支座的结构，
src14_p002.jpg,14_assignments_11.tex:308,550,48,0.7568,0.03812,0.0,text_heavy_convert_to_latex,学2008) A.低温侧 B.高法 5-35判断题。取图 5-157 X2+A△2 4c=0 ）（福州大学2011) 4 兰-6 5-36图5-158所示刚架除承受荷载外，支座A下沉了△=2cm，且顺时针转动了9= 0.01rad。已知E2.1X10*kN/cm²，I=2000cm，用力法求此刚架的弯矩图。（华南理工 大学2009) X2 +2rc +rc 4m (a) (b) 图5-156 图 5 - 157 图5-158 6.超静定
src14_p003.jpg,14_assignments_11.tex:332,59,8,0.748,0.00493,0.0,diagram_heavy_redraw_or_crop,研究生入学考试辅导丛书结构力 据结构与荷载的特点，选用 理工.大学2011) 20kl 2m 2m 2m 图5-162
src14_p004.jpg,14_assignments_11.tex:340,3,1,0.5111,0.00775,0.0,diagram_heavy_redraw_or_crop,139
src14_p005.jpg,14_assignments_11.tex:356,12,1,0.5679,0.0068,0.00114,diagram_heavy_redraw_or_crop,-+. 143 2.4.
src14_p006.jpg,14_assignments_11.tex:366,0,0,0.0,0.00754,0.00027,diagram_heavy_redraw_or_crop,
src14_p007.jpg,14_assignments_11.tex:378,0,0,0.0,0.00589,0.0,diagram_heavy_redraw_or_crop,
src14_p008.jpg,14_assignments_11.tex:402,59,8,0.748,0.00493,0.0,diagram_heavy_redraw_or_crop,研究生入学考试辅导丛书结构力 据结构与荷载的特点，选用 理工.大学2011) 20kl 2m 2m 2m 图5-162
src15_p001.jpg,15_assignments_12.tex:116,623,48,0.7974,0.05512,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力学 十、练习题 1.基本概念 6-1位移法的典型方程上 司方程。（ ）（烟台大 学2014) 6 - 2 图6-117所示结构用位移法求解时，结点未知数为 ：（天津大学2008） 6-3 指出图6-118所示结构用位移法解题时，未知量的数目。（武汉大学2010） 6 - 4 图6-119所示结构，若用力法求解，其最多的未知量个数为 ；若用位 移法求解，其最少的未知量个数为 。（西安建筑科技大学2011) EA
src15_p002.jpg,15_assignments_12.tex:210,435,40,0.7414,0.04465,0.0,text_heavy_convert_to_latex,6 - 10 用位移法作图6－125」 2E1 图 6 - 124 图 6 - 123 图6-125 6-11  用位移法计算图6-126所示结构，作其弯矩图。各受弯杆件EI=常数。（湖南 大学2011) 6 - 12 用位移法求图6－127所示无侧移刚架的杆端弯矩，并绘制弯矩图。设已知各杆 件的相对线刚度：横梁为1，竖柱为1.5。（中国地震局工程力学研究所2011） 60kN 21kN/m 150kN-m Fp=qt 12m/2m 1
src15_p003.jpg,15_assignments_12.tex:292,311,27,0.7438,0.03599,0.0,text_heavy_convert_to_latex,"研究生入学考试辅导丛书结构力学 6-16试用位移法计算图 2008) 1/m E1,=0 El,=0 00 4m 4m 图 6 - 130 图 6-131 6 - 17  作图6-132所示结构的M图、F。图及FN图。（中国矿业大学2009 6-18用位移法作图6-133所示结构的M图。设横梁EI为无限大，各柱相对线刚度 如图中所示。（华南理工大学2010） 4kN/m 21 wot 图6-132 图6-133 1.对称性的利用 6 -"
src15_p004.jpg,15_assignments_12.tex:390,402,38,0.7402,0.03972,0.0,text_heavy_convert_to_latex,6 - 21 作图6-136所示结构 6 - 22 用位移法作图6-137 1东建筑大学2012) 4kN/m 3m t/2 3m 1/2 图 6- 136 图 6 - 137 6 - 23 用位移法作图6－138所示结构M图。各杆FI一常数。（山东建筑大学2009) 6 - 24 用位移法作图6-139所示结构M图。已知各杆E1=常数。（广西大学2010年） 40kN 4m 1/2 [图 6 - 138  图 6 - 139 6 - 
src15_p005.jpg,15_assignments_12.tex:464,445,29,0.8024,0.04515,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力学 5.不需计算绘制弯矩图的 6-28画出图6-143（a) 件抗弯刚度EI=常数。 （北京交通大学2010） If. +t'c (a) (b) 图6-142 图 6 -143 6-29定性地画出图6-144所示结构在图示荷载作用下弯矩图的大致形状。（武汉理 工大学 2010) 6.弹性支承超静定结构的计算 6-30用位移法计算图6-145所示结构并作M图，中间支座为弹性支座，其刚度系 数k=5EI/3，EI
src15_p006.jpg,15_assignments_12.tex:482,66,7,0.7355,0.00913,0.0,diagram_heavy_redraw_or_crop,6-34图6-149所示结构各 支座下沉△。试求B结点转角，并 学2010） EI 2gl 图 6 - 148 图 6 - 149 
src15_p007.jpg,15_assignments_12.tex:496,0,0,0.0,0.01026,0.0,diagram_heavy_redraw_or_crop,
src15_p008.jpg,15_assignments_12.tex:506,9,3,0.5686,0.01586,0.0,diagram_heavy_redraw_or_crop,M. at 130
src15_p009.jpg,15_assignments_12.tex:520,0,0,0.0,0.01284,0.0,diagram_heavy_redraw_or_crop,
src15_p010.jpg,15_assignments_12.tex:532,0,0,0.0,0.01079,0.0,diagram_heavy_redraw_or_crop,
src15_p011.jpg,15_assignments_12.tex:556,9,2,0.5394,0.01109,0.00059,diagram_heavy_redraw_or_crop,"13 Fn.""-1"
src15_p012.jpg,15_assignments_12.tex:570,3,1,0.5474,0.00675,0.0,diagram_heavy_redraw_or_crop,19.
src15_p013.jpg,15_assignments_12.tex:578,10,1,0.5303,0.00878,0.0,diagram_heavy_redraw_or_crop,11y++ *++ 
src15_p014.jpg,15_assignments_12.tex:614,9,3,0.5621,0.01996,0.00146,diagram_heavy_redraw_or_crop,31 M图 1.4
src15_p015.jpg,15_assignments_12.tex:620,0,0,0.0,0.01177,0.0,diagram_heavy_redraw_or_crop,
src15_p016.jpg,15_assignments_12.tex:626,2,1,0.5475,0.01045,0.0,diagram_heavy_redraw_or_crop,3.
src15_p017.jpg,15_assignments_12.tex:644,2,1,0.637,0.01473,0.00123,diagram_heavy_redraw_or_crop,12
src15_p018.jpg,15_assignments_12.tex:822,323,36,0.7389,0.02292,0.0,text_heavy_convert_to_latex,"6-25. 解：依次取正对称半结构和四 程为iX+R，=0：画出M 自由项为 4EI 45 将系数和自由项代入位移法方程 1+30=0，解方程得X,= 由对称性 2EI M=M,X1+M叠加得原结构最后弯矩图，如图（d）所示。 1OKN/m 30 1.1/3 15 基本体系 Mp图 (a) (b) (c) 22.5 11.2 20.5 11.25 (d) 6-26. 解：可将原结构荷载分解为正对称和反对称两种情况，正对称情况 本体系见图"
src15_p019.jpg,15_assignments_12.tex:914,298,34,0.6969,0.02199,0.0,text_heavy_convert_to_latex,"3KNm H1/2 基本体系 Mp/3 M/3 (a) (b) (c) 4.30,4.13 4. 13. 4.3() 0.085 0.085 (d) 同理反对称情况下取半结构，位移法基本体系见图（e)，取位移法方程为X，+R，一(： 画出M,图和M，图如图（f）（g）所示，各系数和自由项为 35 El 12 35EI 54 将系数和自由项代入位移法方程 解方程得X， :0. 由对称性 12 35E M=M,X+Mp叠加得正对称结构弯矩图"
src15_p020.jpg,15_assignments_12.tex:954,65,13,0.7196,0.00427,0.0,diagram_heavy_redraw_or_crop,3.34 2.31 96 1.03 0.86 2.3 0.515 0.515 0.43 反对称图 M图(KN-m) (h) (i)
src15_p021.jpg,15_assignments_12.tex:988,87,14,0.667,0.01393,0.00048,mixed_text_and_diagram,Yo- 1:94 SFN/18 SFp/18 Fpl/6 Fpt/18 5Fp/18 2Fpl/9 SFpl/18 Fpl16 Fpl/18 2Fp1r9 2Fp//9 M图
src15_p022.jpg,15_assignments_12.tex:998,0,0,0.0,0.00683,0.0,diagram_heavy_redraw_or_crop,
src15_p023.jpg,15_assignments_12.tex:1012,0,0,0.0,0.01179,0.0,diagram_heavy_redraw_or_crop,
src15_p024.jpg,15_assignments_12.tex:1020,0,0,0.0,0.00063,0.0,diagram_heavy_redraw_or_crop,
src15_p025.jpg,15_assignments_12.tex:1126,228,26,0.7297,0.01362,0.0,mixed_text_and_diagram,"6-32. 解：可将原结构支座位移分解 考虑，取反对称半结构.由于竖 法基本未知量, 取位移法基本体系见图(a)：1 M,图如图(b) (c）所示，各系数和自由项之 12iA  = 13/ , 12i△ 124 将系数和自由项代入位移法方程13iX， 解方程得X 由对称性 M=MX1+Mp叠加得原结构最后弯矩图，如图（d）所示。 127 17 12/13 12.13 131 12/13 1273 A1/8/(27.17) (a) (b)"
src15_p026.jpg,15_assignments_12.tex:1532,150,13,0.6582,0.00892,0.0,mixed_text_and_diagram,"6-33 解：结构有3个独立位移，加：：个附圳约束，出基本体系[见图a]：出M」 M、M：图和M，图[见图(b)-（e)]，列出位移法方程 uX, +X,+iX,+Rp-0 X+X,+X,+Rp-0 3X, +X +X,+Rp-0 计算刚度系数利项，即 E! 5EI FI fin=8 5ql 5ql"
src15_p027.jpg,15_assignments_12.tex:1766,113,20,0.6712,0.01676,0.0,mixed_text_and_diagram,px 13 El (a）基本体系 (b) Mi图 (c) M2图 1b (d) M3图) (c) Mp图 代入位移法方程，即 49q13 636EI 5ql EI 20q+ 159EI 5qt 461ql* X. 7632EI
src15_p028.jpg,15_assignments_12.tex:1776,3,1,0.5409,0.00972,0.00032,diagram_heavy_redraw_or_crop,113
src16_p001.jpg,16_assignments_13.tex:40,239,16,0.7903,0.01413,0.0,mixed_text_and_diagram,七、练习题 1.基本概念 7-1 图7-51 中哪一种 ：2005) 图1 7  5]  7-2图7-52所示结构AC杆A端的力矩分配系数μA一 （浙江大学2009） 7-3图7-53所示结构，要使结点B产片单位转角，则在结点B需施加的外力偶为 ）。（合肥1业大学2010、西南交通大学2010） A. 13i 1. 10; C. 91 D. 8t 7-4[图7-54所示刚架各杆的线刚度i=常数，要使A点发生顺时针的单位转角，则 A点需要
src16_p002.jpg,16_assignments_13.tex:134,451,35,0.7239,0.03075,0.0,text_heavy_convert_to_latex,"2EI 4m 图 7  52 图753 图 7 - 54 2．荷载作用下的计算 7-5图7-55所示结构，各杆EI为常数，截面C、D两处的弯矩值Mc、Mp分别为 ）。（单位：kN·m）（哈尔滨I业大学2009） A. 1.0.2.0 B. 2.0, 1.0 C.-1. 0, -2. 0 D. -2.0, -1.0 7-6 用力矩分配法求图7-56所示结构弯矩图，1=1。（广州大学2012) 7-7 用力矩分配法计算图7-57所示结构，并"
src16_p003.jpg,16_assignments_13.tex:258,442,51,0.7483,0.02531,0.0,text_heavy_convert_to_latex,7 - 10 用力矩分配法作图 建巩人学 2012) 7-11用力矩分配法求解 10kN 作M图。EI为常数（忽略剪力 岛理工大学2011) 3m 3m 2m 7 - 12 用力矩分配法计算图7-62所示结构， 图 7 - 60 并作M图，各杆EI相同、为常数。（重庆大学2011) 2kN/m 3kN/m 2kN/m 6kN-m 4m 4m 4m 图7-6] 图 7 - 62 八、练习题答案 7-1 D. 7-2 4/7。提示：C支座相
src16_p004.jpg,16_assignments_13.tex:328,186,28,0.7213,0.01096,0.0,mixed_text_and_diagram,08 25 10 16.88 15 t0'9 M图(×Fp41) M图（单位：kNm） 图7 - 65 图7-66 7-10 M图见图7-67。 7 - 11 M图见图7-68。 12 k8.57 3.43 20 25 M图（单位：kNm) M图（单位：kN-m) 图 7 - 67 图7-68 7 - 12 M图见图7-69。 16 M图（单位：N-m） 图 7- 69
src17_p001.jpg,17_assignments_14.tex:64,491,32,0.8009,0.02819,0.0,text_heavy_convert_to_latex,八、练习题 1.基本概念 8-1单元刚度矩阵是指 科技大学 2010、中国地展局工程力学研 A，杆端位移和杆端力 C..杆端位移和结点荷载 D.结点位移和结点荷载 8-2判断题。结构刚度矩阵反映了结构结点位移与荷载之问的关系。（ ）（烟台 大学2013） 2.刚度矩阵的计算 8-3试用先处理法建立图8-43所示结构的结构刚度矩阵，忽略杆件的轴向变形 （FI=常数）。（湖南人学2008） 8-4求图8-44所示刚架结构刚度矩阵的任意两个主
src17_p002.jpg,17_assignments_14.tex:166,638,47,0.7553,0.03373,0.0,text_heavy_convert_to_latex,4m  8 - 45 3/ 8 - .16 8-8按先处理法求图8-47所示连续梁的结点荷载列阵P。（西南交通大学2007） 8-9图8-48（a）所示结构，不考 轴向变形、整体坐标见图8-48（b），图中 20kN-r (1.0.2) (1.0.3) / 括号内数码为结点总码（力和位移按水平、  5kN 3kN 竖直、转动方向顺序排列），求等效结点荷载 列陈P（山东建筑大学：2008) 6kN/m 2kN 4kN SkNm [2kNi
src17_p003.jpg,17_assignments_14.tex:298,575,57,0.7114,0.02937,0.0,text_heavy_convert_to_latex,"元素： Fp Io-2m* M, 4m Im 图 8 - 51 图 8 - 52 12EI 6EI 4EI k32—k6z=—ks3=—ks kss=2k3=k6h (浙江大 13 学：2008） 8-14用矩阵位移法计算并作图8-53所示连续梁的弯矩图。各杆EI相同，为常数。 （重庆大学2009） 10kN/m 30kN-m 20kN NX01 6m 6m 图 8 - 53 九、练习题答案 8 1 A. 8-2 X。提示：反映的是结点"
src17_p004.jpg,17_assignments_14.tex:360,335,28,0.774,0.01822,0.0,text_heavy_convert_to_latex,"8-1012阶。P2—（q 假设杆端弯矩逆 时针为正）。 5. 1ki. 2.4kV.m 8-11 。提示：原题未规定结点转角的正方向，读者可以根据荷 4.5kN -1.2k.V.m, 载情况判断出4结点转角应该为逆时针，而已知条件中4结点的转角为0.005（正值），由 此可推知逆时针为正。建立图8-54所示坐标系。 8-12各杆轴力见图8-55。 8 -13 （0一0.7794E一0.7784E）。提示：用公式F=k么。题中未给出单元"
src18_p001.jpg,18_assignments_15.tex:80,423,35,0.7942,0.02654,0.0,text_heavy_convert_to_latex,F一、练习题 1.基本概念 9-1设直杆的轴向变： ）。（合肥工业 大学2009) A. 1 B. 2 c. 3 D. 4 9-2设直杆的轴向变形不计，图9-64所示体系的动力自由度为 （合肥工 业大学2006）  9 - 63 图9-64 9-3图9-65所示结构，其动力自由度个数为 （西安建筑科技学2011） 9-4判断题。结构的自振频率，振型都反映结构本身固有的动力特性。（ ）（中南 大学2009） 9-5结构的振动自由度是指确定
src18_p002.jpg,18_assignments_15.tex:186,716,41,0.7883,0.04583,0.0,text_heavy_convert_to_latex,数。（ 9-8判断题。对于单 ）（福 州大学2012) 9-9判断题。体系的 9-10使单自由度体系的阻尼增加，儿结果是（ ）。：附尼增加后仍是小阻尼 （西南交通大学2009） A.周期变长 B.周期不变 C周期变短 1).周期视具体体系而定 9~11阻尼力与质点速度大小成 （止比，反比），方向反；惯性力与质点加 速度大小成 （正比，反比），方向村反。（北京科技大学2010） 9－12下列叙述正确的是（）。（西安建筑科技大学2008） 
src18_p003.jpg,18_assignments_15.tex:250,385,27,0.7821,0.02923,0.0,text_heavy_convert_to_latex,"9-17图971所示约 同，不计柱的质 量，不计阻尼。试求质量m 9-18图9-72所示1小 和轴向变形，不计阻尼。设一 程；（2）质点m的振幅A。（重庆大学2009） Fpsiner 1841545 Ef-00 图 9 - 71 图9-72 3.多自由度体系的计算 9-19图9-73结构因横梁EIα，只能作反对称振动，试求其自振频率和主振型。 提示：两自由度结构自由振动振幅方程为 。（中南大学2010） 821mA, +(022m2 "
src18_p004.jpg,18_assignments_15.tex:304,354,25,0.7626,0.02836,0.0,text_heavy_convert_to_latex,12 12 12 图9 - 75 图 9 - 76 5.弹簧（支座）的计算 24EI 9-23图9-77（a）所示单跨梁的自振频率为 今在其集中质量m处加一 5ml3 竖向弹支承，如图977（h）所示，设弹贫的刚度系数为k，则图977（b）的白振频率 为  一。（北京科技大学2009） (a) (6) 图 9 - 77 9-24求图9-78所示体系的自振频率。质量为m，各杆EI=常数，弹性支承的刚度 系数k一EI/。（湖南大学2010）
src18_p005.jpg,18_assignments_15.tex:448,531,56,0.7241,0.03062,0.0,text_heavy_convert_to_latex,十二、练习题答案 9-1D。提示：增加的 9-22。提示：增加的链杆数见图9-82。 图9-81 图 9-82 9-3 2. 9- 4 9-5 C. 9-6 增大；减小。 9-7 X。提示：图9-66（a）的约束比图9-66（b）强，因此频率大。 9-8 X。提示：还应是简谐荷载且荷载作用在质量上。 6-6 X。提示：当》@时，β0. 9 - 10 A. 9 - 11 正比；正比。 9 - 12 C. Elg. 3. 92 9 - 13
src18_p006.jpg,18_assignments_15.tex:584,571,64,0.7023,0.03851,0.0,text_heavy_convert_to_latex,示：取反对称半结构见图9- 柔度系数= 18 18 -24 52.32 5kN 16.16kN El/2 52.32 1 16.16 动弯矩幅值图（单位：kv·m） 反对称半结构 图9-83 图 9 - 8-1 9-20假设水平振动方向为1方向（向右为正），竖向振动方向为2方向（向下为正）。 y()+mt) 4E//(0)+7ml) 48Ep2(0)=0 振动微分方程为 El ：自振频率w:=1.7 suy 32(t)+ 48E7(0)
src19_p001.jpg,19_assignments_16.tex:70,303,33,0.719,0.0163,0.0,text_heavy_convert_to_latex,四、练习题 11-1图11-24所乐刚性杆由两根 则体系的临界荷载为 11-2用静力法求图11-25所示结 11-3写图11-26所示压杆稳定 2008) E.4-99 13 dy E/~00 12 12 图11 - 24 [图 11 ~ 25 图11-26 11-4 试用静力法求图1127所示旺杆的临界荷载。 11-5 ：求图11-28所示压杆的临界荷载。EI为常数。 11-6 求图1129所示结构的稳定方程（不必求临界荷载）。 46
src20_p001.jpg,20_assignments_17.tex:132,506,51,0.6994,0.03229,8e-05,text_heavy_convert_to_latex,10 -1 [图1017所示四种单5 大的是（ （浙汀大学2012) A 图()  图 () 1. 图(b) D. [图 (d) (h) 1 10 - 17 10 - 2 图1017所示四种单跨梁，其材料、截面均相司，则极限荷载值最小的是（ （浙江大学212） A.[图(a) B.图(b) C 图(c) D).图(d) 10 - 3 图1018所示梁的极限弯矩为M.·则其极 限荷载P （浙江大学2009） 10 -4 如图10-19所示
src20_p002.jpg,20_assignments_17.tex:172,123,11,0.7009,0.00893,0.0,mixed_text_and_diagram,11-2 17 (d)Fp8 M. 7.图10 1:13 提示：相应的 d.: 提示：相应的破坏机构为截面B、）出现塑性铰。 提示：相应的破坏机构为截面A、B、（出现塑性铰： 提示：13C跨形成机构 提示：相应的破坏机构为截面A、3、（现塑性铰。
src20_p003.jpg,20_assignments_17.tex:194,81,7,0.6092,0.01538,0.0,mixed_text_and_diagram,BMutMuW=F Mu19+ Mu-0= Fp.191 =on-nw +o-hw +rnw Mu9+Mu-39=fp.9号+ 、4Mu0= Fp-g  4MLI
src20_p004.jpg,20_assignments_17.tex:224,134,16,0.5547,0.01674,0.0,mixed_text_and_diagram,"MuoikMa 8Mu 2Mu-0+ Mu 0+ Mu V0 = 0, =o-wL 191F92 Mu Dit Mu-(Ui+0r) (0+16 +i0) nw (x9] 159 2 Mu (itin+00) 1922 X-1 (1x)4 2-52)0 bhmu AA"
src20_p005.jpg,20_assignments_17.tex:264,123,14,0.5797,0.01908,0.00042,mixed_text_and_diagram,Dx 19 y.20 4muuAxhxs 30-19 60 2Mu-91t Mu. 02t 2Mu(91t07)-±x 3X91 2 Mu (49+ 30元) 3X91 Mu( 491+ 39n)= 3 X9) 023 N-129 913 30X
src20_p006.jpg,20_assignments_17.tex:288,90,9,0.5816,0.01514,0.0,mixed_text_and_diagram,1m9-.0 912 Mu0t Mugr Mu(it 02) +xtx 0x.g 4Mu (919v) (91 t-x MuDitma Mu(291tl0) (n0+io) nwz
src21_p001.jpg,21_notes_01.tex:58,307,25,0.8149,0.03756,0.00618,text_heavy_convert_to_latex,结力基础环 1-1图1-56所示体系的几何组成为（ ）。（浙江大学2008） A几何瞬变，无多余约束 B 几何不变 C. 几何常变 D.几何瞬变，有多余约束 瞬变体系，两个多余约束。 平行且等长，是常变。 平行不等长，是瞬变。 图 1 - 56  1-2欲使图1-S7所示体系成为无多余约束的几何不变体系，则需在A端加入（B （中南大学2011，合肥工业大学2009） A.固定铰支座 B固定支座 C滑动铰支座 D.定向支座 二元件 图1-
src21_p002.jpg,21_notes_01.tex:80,119,8,0.8171,0.02173,0.00544,mixed_text_and_diagram,1-4图1-59所示体系I 2010) 图 1 - 59 1-5图1-60所示体系的计算自由度W= （哈尔滨工业大学2011） 图 1 - 60 1-6图1-61所示体系几何不变且有多余联系。（×）（中南大学2012） 图 1 - 61 
src21_p003.jpg,21_notes_01.tex:108,204,12,0.8322,0.03154,0.01025,mixed_text_and_diagram,"1-7对图1-62所示体： 图 1-62 几何不变，三个多余约束。 1-8对图1-63所示体系作几何组成分析。（武汉科技大学2009） 几何不变，没多余约束 图 1 - 63 1-9对图1-64所示杆件体系进行几何构造分析。（武汉理工大学2008) 几何瞬变，一个多余 图 1 - 64  03是水平方向无穷远点，所以所有水平线都过o3， 那么0102这条水平线也过03， 因此o1,02,03在一条直线上。"
src21_p004.jpg,21_notes_01.tex:142,204,14,0.8329,0.03119,0.00995,mixed_text_and_diagram,1-10计算图1-65所 学2012) 图 1 - 65 几何不变，一个多余 1-11对图1-66所示平面体系进行几何组成分析，并指出结构超静定次数。（青岛理 工大学2012） 任何东西都可以作为一个体系 超静定次数是几何不变体系中多余约束数量。 几何不变，2个多余。 图1-66 1 - 12  分析图1－67所示体系的几何稳定性，写出分析过程。（东南大学2008) 图 1 - 67 几何不变，1个多余。
